Date;Humidity;WindSpd;WindSpdMin;WindSpdMax;WindDir;AirTem;AirPres Vaisala;Okres
2018-01-01 00:00;100;6.48;5.23;8.98;215.8;8.26;996.01;I kw. 
2018-01-01 01:00;100;4.34;3.22;5.77;223.4;8.00;995.62;I kw. 
2018-01-01 02:00;100;6.18;4.63;8.29;205.9;8.46;995.27;I kw. 
2018-01-01 03:00;100;7.30;5.28;9.79;205.2;8.59;994.92;I kw. 
2018-01-01 04:00;100;8.15;5.92;10.34;209.3;8.71;994.40;I kw. 
2018-01-01 05:00;97;8.42;5.99;11.45;208.1;8.81;994.09;I kw. 
2018-01-01 06:00;94;9.01;6.97;11.97;215.5;8.90;993.73;I kw. 
2018-01-01 07:00;92;9.95;7.39;13.49;225.9;8.88;994.59;I kw. 
2018-01-01 08:00;92;10.26;7.50;13.38;245.1;8.30;995.16;I kw. 
2018-01-01 09:00;89;10.59;6.59;14.45;237.4;8.10;996.06;I kw. 
2018-01-01 10:00;90;9.96;7.21;12.80;234.9;7.80;996.50;I kw. 
2018-01-01 11:00;86;8.73;5.87;10.99;232.5;8.42;996.60;I kw. 
2018-01-01 12:00;84;7.56;5.54;10.77;235.9;8.50;996.64;I kw. 
2018-01-01 13:00;82;9.05;6.25;12.19;234.8;7.80;996.98;I kw. 
2018-01-01 14:00;80;13.92;9.20;18.90;245.5;7.48;997.12;I kw. 
2018-01-01 15:00;79;11.39;7.69;16.72;235.5;6.99;997.71;I kw. 
2018-01-01 16:00;82;10.43;6.61;14.50;237.7;6.50;998.51;I kw. 
2018-01-01 17:00;81;8.79;6.10;12.74;232.2;6.20;999.08;I kw. 
2018-01-01 18:00;80;8.43;5.71;11.49;221.3;5.90;999.44;I kw. 
2018-01-01 19:00;82;8.52;5.74;12.34;212.7;5.44;999.71;I kw. 
2018-01-01 20:00;87;7.52;5.31;10.68;208.6;4.80;999.84;I kw. 
2018-01-01 21:00;84;8.42;6.22;11.51;212.3;4.80;1000.27;I kw. 
2018-01-01 22:00;84;7.57;5.30;9.80;212.2;4.80;1000.67;I kw. 
2018-01-01 23:00;84;8.59;6.16;11.25;221.4;4.90;1000.68;I kw. 
2018-01-02 00:00;85;7.29;5.29;9.88;211.0;4.70;1000.81;I kw. 
2018-01-02 01:00;86;7.36;5.05;9.82;211.5;4.58;1001.46;I kw. 
2018-01-02 02:00;87;6.62;4.75;10.34;207.3;4.30;1001.86;I kw. 
2018-01-02 03:00;88;6.07;4.26;8.08;207.8;4.01;1002.02;I kw. 
2018-01-02 04:00;87;5.12;3.42;7.00;194.4;4.16;1002.06;I kw. 
2018-01-02 05:00;88;4.16;2.68;5.47;193.4;3.78;1002.11;I kw. 
2018-01-02 06:00;90;5.06;3.01;6.20;173.4;3.19;1002.54;I kw. 
2018-01-02 07:00;92;5.50;4.12;6.80;166.2;2.90;1003.04;I kw. 
2018-01-02 08:00;92;2.88;1.95;4.07;188.7;2.99;1003.64;I kw. 
2018-01-02 09:00;86;7.68;5.71;9.30;206.1;4.09;1004.62;I kw. 
2018-01-02 10:00;92;5.28;3.67;7.49;200.5;3.95;1004.67;I kw. 
2018-01-02 11:00;88;5.97;3.90;7.69;215.0;5.09;1004.99;I kw. 
2018-01-02 12:00;90;3.36;2.28;5.22;208.7;4.70;1004.74;I kw. 
2018-01-02 13:00;93;2.36;1.12;3.49;216.4;4.60;1004.63;I kw. 
2018-01-02 14:00;95;2.19;1.01;3.58;220.9;4.50;1004.95;I kw. 
2018-01-02 15:00;95;3.08;1.51;4.37;205.8;4.40;1005.64;I kw. 
2018-01-02 16:00;96;2.84;1.38;4.01;206.4;4.10;1006.12;I kw. 
2018-01-02 17:00;97;5.06;2.94;6.29;222.0;4.20;1006.36;I kw. 
2018-01-02 18:00;98;5.15;3.62;6.75;214.7;4.10;1006.44;I kw. 
2018-01-02 19:00;99;5.12;3.08;6.66;217.6;4.20;1006.46;I kw. 
2018-01-02 20:00;100;5.21;2.95;6.70;216.2;4.20;1006.64;I kw. 
2018-01-02 21:00;100;5.25;3.80;7.38;231.6;4.50;1006.56;I kw. 
2018-01-02 22:00;100;5.66;3.20;6.93;234.7;4.60;1006.60;I kw. 
2018-01-02 23:00;98;5.24;3.63;6.80;215.1;4.60;1006.47;I kw. 
2018-01-03 00:00;98;4.33;2.61;6.09;202.6;4.30;1005.82;I kw. 
2018-01-03 01:00;97;4.30;2.88;6.20;203.6;4.30;1005.24;I kw. 
2018-01-03 02:00;95;3.38;2.35;5.10;197.5;4.10;1004.44;I kw. 
2018-01-03 03:00;96;4.35;2.96;6.47;181.6;3.90;1003.21;I kw. 
2018-01-03 04:00;97;5.77;3.82;6.90;165.4;3.50;1001.68;I kw. 
2018-01-03 05:00;97;6.43;4.18;8.43;153.0;3.10;1000.45;I kw. 
2018-01-03 06:00;96;6.09;4.23;8.73;171.8;2.77;999.40;I kw. 
2018-01-03 07:00;96;5.18;3.62;6.76;141.9;2.40;997.20;I kw. 
2018-01-03 08:00;94;6.44;4.40;8.53;142.4;3.00;995.72;I kw. 
2018-01-03 09:00;85;9.51;7.51;13.19;155.2;4.10;994.14;I kw. 
2018-01-03 10:00;84;9.99;6.75;12.66;149.7;4.10;991.85;I kw. 
2018-01-03 11:00;80;10.16;7.74;15.74;151.2;4.46;990.29;I kw. 
2018-01-03 12:00;79;10.10;6.57;13.85;140.7;4.70;988.43;I kw. 
2018-01-03 13:00;80;9.38;7.20;12.83;138.0;4.60;987.37;I kw. 
2018-01-03 14:00;88;9.12;6.84;12.70;144.3;3.90;986.82;I kw. 
2018-01-03 15:00;94;9.94;7.73;12.58;144.3;3.18;986.24;I kw. 
2018-01-03 16:00;95;8.83;6.75;12.52;153.8;2.89;986.33;I kw. 
2018-01-03 17:00;95;8.65;6.71;11.56;161.0;2.56;986.12;I kw. 
2018-01-03 18:00;94;8.51;6.48;11.31;169.5;2.69;986.03;I kw. 
2018-01-03 19:00;95;7.38;5.26;8.73;170.4;2.50;985.67;I kw. 
2018-01-03 20:00;97;4.99;3.31;7.74;179.1;2.97;985.37;I kw. 
2018-01-03 21:00;97;4.42;2.73;5.25;169.4;3.18;985.12;I kw. 
2018-01-03 22:00;97;7.03;5.14;8.54;168.7;3.30;985.09;I kw. 
2018-01-03 23:00;95;6.52;4.68;7.62;158.1;3.90;984.67;I kw. 
2018-01-04 00:00;96;6.36;5.02;8.08;163.9;4.10;984.14;I kw. 
2018-01-04 01:00;97;6.77;5.48;8.82;164.6;4.40;983.94;I kw. 
2018-01-04 02:00;97;5.54;4.17;7.51;166.8;4.50;983.84;I kw. 
2018-01-04 03:00;96;4.86;3.63;6.21;171.8;4.30;983.71;I kw. 
2018-01-04 04:00;97;5.12;3.23;6.51;198.1;4.13;983.81;I kw. 
2018-01-04 05:00;97;5.61;3.59;7.82;199.1;4.30;984.16;I kw. 
2018-01-04 06:00;97;5.99;4.22;8.63;203.7;4.40;984.50;I kw. 
2018-01-04 07:00;98;8.56;5.91;10.75;213.2;4.30;984.90;I kw. 
2018-01-04 08:00;100;8.57;6.28;11.43;226.0;4.56;985.63;I kw. 
2018-01-04 09:00;100;10.57;6.76;13.81;245.8;4.90;986.41;I kw. 
2018-01-04 10:00;99;10.52;6.88;14.30;237.7;4.99;987.28;I kw. 
2018-01-04 11:00;100;11.20;7.64;15.22;237.0;4.50;988.13;I kw. 
2018-01-04 12:00;99;11.85;7.83;16.52;241.7;4.30;988.80;I kw. 
2018-01-04 13:00;97;11.89;8.27;15.84;240.5;4.30;989.35;I kw. 
2018-01-04 14:00;95;10.04;7.19;13.87;240.6;4.40;990.08;I kw. 
2018-01-04 15:00;95;9.01;6.36;12.69;239.4;4.48;990.83;I kw. 
2018-01-04 16:00;97;9.18;6.26;11.74;233.1;4.10;991.42;I kw. 
2018-01-04 17:00;96;8.06;5.60;10.18;216.8;3.70;991.82;I kw. 
2018-01-04 18:00;95;6.39;4.20;9.44;215.9;3.90;991.91;I kw. 
2018-01-04 19:00;92;6.67;5.24;8.76;205.5;3.90;991.95;I kw. 
2018-01-04 20:00;94;5.42;3.66;7.40;202.3;3.97;992.26;I kw. 
2018-01-04 21:00;97;3.94;2.65;6.12;183.4;4.10;992.03;I kw. 
2018-01-04 22:00;98;4.17;2.73;5.69;184.3;4.33;991.68;I kw. 
2018-01-04 23:00;99;4.94;3.22;7.43;176.1;4.60;991.26;I kw. 
2018-01-05 00:00;94;5.68;3.81;8.33;176.0;5.50;990.85;I kw. 
2018-01-05 01:00;94;5.07;3.47;6.69;173.9;5.20;990.24;I kw. 
2018-01-05 02:00;94;5.92;4.16;7.36;168.1;5.18;989.77;I kw. 
2018-01-05 03:00;93;5.98;4.62;7.83;168.1;5.08;988.84;I kw. 
2018-01-05 04:00;95;7.04;4.71;9.48;172.7;4.80;988.67;I kw. 
2018-01-05 05:00;95;6.40;4.51;7.80;162.9;4.48;987.67;I kw. 
2018-01-05 06:00;99;5.78;4.01;7.76;173.3;4.30;987.10;I kw. 
2018-01-05 07:00;97;9.86;5.22;12.17;219.0;5.10;987.58;I kw. 
2018-01-05 08:00;99;9.10;6.66;13.26;229.3;4.97;987.94;I kw. 
2018-01-05 09:00;99;12.20;7.43;17.63;236.4;5.32;988.34;I kw. 
2018-01-05 10:00;97;12.80;8.03;17.93;237.3;5.40;988.42;I kw. 
2018-01-05 11:00;95;13.14;9.02;18.34;235.8;5.50;988.86;I kw. 
2018-01-05 12:00;93;13.85;7.87;18.43;239.3;5.50;989.37;I kw. 
2018-01-05 13:00;96;13.65;8.02;18.49;244.1;5.39;990.25;I kw. 
2018-01-05 14:00;97;11.90;7.99;16.57;241.9;5.20;991.38;I kw. 
2018-01-05 15:00;99;9.32;6.28;13.67;234.7;5.00;992.39;I kw. 
2018-01-05 16:00;99;7.95;5.86;10.56;232.7;4.99;992.71;I kw. 
2018-01-05 17:00;100;7.10;5.24;9.94;230.8;4.90;993.24;I kw. 
2018-01-05 18:00;100;7.11;5.20;9.56;230.0;4.99;993.76;I kw. 
2018-01-05 19:00;100;7.57;4.73;9.37;238.9;4.90;994.37;I kw. 
2018-01-05 20:00;100;10.01;5.24;13.20;271.8;5.08;995.25;I kw. 
2018-01-05 21:00;100;10.89;7.28;14.99;267.9;4.70;996.83;I kw. 
2018-01-05 22:00;99;7.90;5.34;11.04;270.5;4.37;997.94;I kw. 
2018-01-05 23:00;95;8.83;5.62;12.49;264.3;4.40;999.07;I kw. 
2018-01-06 00:00;97;5.90;3.56;7.67;232.2;4.26;1000.07;I kw. 
2018-01-06 01:00;93;8.56;6.16;11.20;241.8;4.40;1000.72;I kw. 
2018-01-06 02:00;98;5.25;2.86;7.15;235.9;3.78;1001.10;I kw. 
2018-01-06 03:00;97;7.58;4.96;9.48;228.2;3.80;1001.39;I kw. 
2018-01-06 04:00;100;2.18;0.74;3.48;222.4;3.70;1001.51;I kw. 
2018-01-06 05:00;99;3.59;2.32;5.31;196.3;4.08;1001.69;I kw. 
2018-01-06 06:00;99;4.39;2.82;5.92;224.1;4.10;1002.29;I kw. 
2018-01-06 07:00;99;4.47;3.09;5.86;236.7;4.00;1002.58;I kw. 
2018-01-06 08:00;100;3.39;1.90;4.44;220.2;3.80;1003.38;I kw. 
2018-01-06 09:00;;;;;;;1004.00;I kw. 
2018-01-06 10:00;;;;;;;1004.61;I kw. 
2018-01-06 11:00;;;;;;;1005.23;I kw. 
2018-01-06 12:00;100;5.37;3.14;7.99;256.8;4.17;1005.85;I kw. 
2018-01-06 13:00;100;3.80;2.37;5.44;251.6;4.20;1006.70;I kw. 
2018-01-06 14:00;100;4.25;2.93;5.90;243.7;4.30;1007.29;I kw. 
2018-01-06 15:00;100;2.49;1.34;3.88;224.0;4.29;1007.93;I kw. 
2018-01-06 16:00;100;3.57;1.82;4.80;218.1;4.46;1008.68;I kw. 
2018-01-06 17:00;100;5.47;3.97;7.71;228.6;4.70;1009.02;I kw. 
2018-01-06 18:00;100;5.92;4.57;8.06;236.8;4.80;1009.46;I kw. 
2018-01-06 19:00;100;2.99;1.23;4.32;300.7;4.00;1010.46;I kw. 
2018-01-06 20:00;98;7.67;5.79;9.57;346.1;3.40;1011.88;I kw. 
2018-01-06 21:00;97;7.46;4.89;9.61;332.8;3.60;1013.55;I kw. 
2018-01-06 22:00;96;9.45;6.64;12.27;4.3;3.15;1014.83;I kw. 
2018-01-06 23:00;91;9.52;6.41;13.41;356.8;2.88;1016.17;I kw. 
2018-01-07 00:00;86;9.47;6.23;13.01;353.9;2.20;1017.63;I kw. 
2018-01-07 01:00;79;7.38;3.91;11.06;352.4;1.70;1019.19;I kw. 
2018-01-07 02:00;77;6.70;2.96;9.70;13.9;2.19;1020.57;I kw. 
2018-01-07 03:00;74;7.76;4.60;10.30;13.1;2.20;1021.43;I kw. 
2018-01-07 04:00;73;6.44;4.22;10.49;4.3;2.00;1022.54;I kw. 
2018-01-07 05:00;75;5.95;2.97;8.87;3.3;1.90;1023.61;I kw. 
2018-01-07 06:00;75;5.96;2.50;8.35;7.8;1.90;1024.97;I kw. 
2018-01-07 07:00;76;5.39;2.43;7.63;7.3;2.00;1026.34;I kw. 
2018-01-07 08:00;73;5.59;3.01;7.83;350.0;2.30;1027.86;I kw. 
2018-01-07 09:00;74;5.62;3.22;8.14;355.7;2.50;1029.17;I kw. 
2018-01-07 10:00;67;4.47;2.51;7.09;351.9;2.60;1030.01;I kw. 
2018-01-07 11:00;66;3.01;0.96;5.73;345.0;2.40;1030.10;I kw. 
2018-01-07 12:00;70;3.07;1.07;5.81;326.4;2.50;1030.88;I kw. 
2018-01-07 13:00;68;3.28;1.31;5.20;291.9;2.50;1031.18;I kw. 
2018-01-07 14:00;66;4.08;1.72;5.90;281.9;2.30;1031.49;I kw. 
2018-01-07 15:00;68;4.86;3.11;7.25;267.8;2.28;1031.79;I kw. 
2018-01-07 16:00;70;5.53;3.21;7.27;261.4;2.20;1032.18;I kw. 
2018-01-07 17:00;83;5.79;3.61;7.87;229.7;1.20;1032.22;I kw. 
2018-01-07 18:00;83;5.95;4.31;8.15;234.1;1.20;1032.76;I kw. 
2018-01-07 19:00;86;6.43;4.44;8.20;225.3;0.58;1033.08;I kw. 
2018-01-07 20:00;84;7.49;5.01;9.58;231.1;0.60;1033.28;I kw. 
2018-01-07 21:00;84;8.10;5.76;10.26;226.0;0.60;1033.63;I kw. 
2018-01-07 22:00;84;8.52;6.10;11.10;228.2;0.40;1033.58;I kw. 
2018-01-07 23:00;86;8.92;6.81;11.50;230.9;0.58;1033.43;I kw. 
2018-01-08 00:00;89;8.38;6.02;11.28;227.0;0.09;1033.15;I kw. 
2018-01-08 01:00;92;8.14;6.01;10.06;224.2;0.09;1033.31;I kw. 
2018-01-08 02:00;92;6.87;4.45;8.84;232.2;0.95;1033.32;I kw. 
2018-01-08 03:00;79;9.21;5.59;14.14;266.5;3.20;1033.44;I kw. 
2018-01-08 04:00;91;7.19;4.85;9.31;237.1;1.26;1033.30;I kw. 
2018-01-08 05:00;94;7.84;5.70;9.61;228.5;0.50;1033.53;I kw. 
2018-01-08 06:00;93;6.69;4.72;9.33;234.2;0.50;1033.74;I kw. 
2018-01-08 07:00;94;6.89;5.07;9.17;232.6;0.84;1033.89;I kw. 
2018-01-08 08:00;93;4.51;1.00;7.08;278.0;2.72;1034.86;I kw. 
2018-01-08 09:00;84;5.78;2.03;7.95;289.1;4.00;1035.48;I kw. 
2018-01-08 10:00;84;5.13;1.12;7.06;307.0;4.00;1035.76;I kw. 
2018-01-08 11:00;84;4.56;1.25;7.36;299.4;3.70;1035.62;I kw. 
2018-01-08 12:00;91;3.21;1.66;5.41;223.8;2.56;1035.61;I kw. 
2018-01-08 13:00;86;3.07;1.34;6.07;293.6;3.49;1035.35;I kw. 
2018-01-08 14:00;87;2.54;0.80;5.74;256.9;3.20;1035.65;I kw. 
2018-01-08 15:00;91;2.66;0.25;4.35;191.5;2.88;1035.61;I kw. 
2018-01-08 16:00;94;2.05;0.78;3.40;208.0;2.30;1036.41;I kw. 
2018-01-08 17:00;93;3.80;2.19;5.87;201.1;2.30;1036.52;I kw. 
2018-01-08 18:00;92;4.50;2.47;6.37;206.9;1.90;1036.71;I kw. 
2018-01-08 19:00;91;4.27;2.93;6.38;224.7;1.50;1037.06;I kw. 
2018-01-08 20:00;91;3.35;1.40;5.78;216.4;1.09;1037.69;I kw. 
2018-01-08 21:00;93;3.31;1.90;6.01;200.4;0.60;1037.43;I kw. 
2018-01-08 22:00;95;2.98;0.71;4.80;230.6;-0.10;1037.17;I kw. 
2018-01-08 23:00;97;3.30;1.82;5.55;207.3;-0.30;1036.82;I kw. 
2018-01-09 00:00;98;1.41;0.34;3.08;195.6;-0.71;1036.60;I kw. 
2018-01-09 01:00;99;2.04;0.69;3.41;172.2;-1.00;1036.57;I kw. 
2018-01-09 02:00;100;2.87;0.91;4.73;159.7;-1.44;1036.47;I kw. 
2018-01-09 03:00;100;2.41;0.72;3.94;133.8;-1.50;1036.35;I kw. 
2018-01-09 04:00;100;2.72;1.43;4.25;142.5;-2.00;1035.93;I kw. 
2018-01-09 05:00;100;2.01;0.92;2.93;158.8;-2.15;1035.25;I kw. 
2018-01-09 06:00;97;2.40;1.50;3.23;94.2;-1.09;1034.95;I kw. 
2018-01-09 07:00;96;4.34;3.52;5.23;116.8;-1.19;1034.55;I kw. 
2018-01-09 08:00;95;4.74;3.45;5.49;99.1;-1.00;1034.04;I kw. 
2018-01-09 09:00;91;4.26;2.75;5.01;117.9;0.06;1033.41;I kw. 
2018-01-09 10:00;80;4.69;3.60;5.59;134.8;2.00;1032.86;I kw. 
2018-01-09 11:00;75;4.94;3.96;5.99;133.1;3.03;1032.04;I kw. 
2018-01-09 12:00;68;5.32;4.28;6.36;118.5;3.96;1030.98;I kw. 
2018-01-09 13:00;72;5.18;4.05;6.76;101.7;4.08;1029.98;I kw. 
2018-01-09 14:00;83;6.75;5.59;8.21;92.4;2.90;1028.93;I kw. 
2018-01-09 15:00;75;8.34;6.27;10.26;118.6;2.89;1028.00;I kw. 
2018-01-09 16:00;78;8.31;6.10;10.99;122.4;2.25;1027.76;I kw. 
2018-01-09 17:00;82;6.97;5.28;8.79;113.3;2.19;1027.29;I kw. 
2018-01-09 18:00;74;7.49;5.27;9.72;116.3;2.75;1026.63;I kw. 
2018-01-09 19:00;71;10.36;7.87;13.95;109.5;3.18;1025.14;I kw. 
2018-01-09 20:00;70;8.86;6.76;11.71;107.2;3.00;1024.34;I kw. 
2018-01-09 21:00;68;9.55;6.87;12.10;104.9;3.00;1023.35;I kw. 
2018-01-09 22:00;66;9.11;7.20;11.42;110.2;3.08;1022.87;I kw. 
2018-01-09 23:00;67;9.26;6.50;11.88;116.9;3.00;1022.12;I kw. 
2018-01-10 00:00;66;8.48;6.20;11.24;111.0;2.90;1021.02;I kw. 
2018-01-10 01:00;64;7.37;5.15;9.99;108.1;2.90;1020.77;I kw. 
2018-01-10 02:00;63;8.24;5.73;11.00;122.2;3.00;1019.89;I kw. 
2018-01-10 03:00;65;7.01;4.77;9.36;104.4;2.90;1018.54;I kw. 
2018-01-10 04:00;65;5.42;3.25;7.69;107.0;3.10;1018.46;I kw. 
2018-01-10 05:00;68;5.16;3.21;6.79;102.0;2.88;1018.55;I kw. 
2018-01-10 06:00;69;5.69;3.85;8.10;104.1;3.10;1018.14;I kw. 
2018-01-10 07:00;73;6.65;4.19;9.23;101.0;2.88;1017.67;I kw. 
2018-01-10 08:00;74;7.79;5.12;9.78;118.0;2.60;1017.72;I kw. 
2018-01-10 09:00;75;7.07;5.07;9.26;135.1;2.50;1018.30;I kw. 
2018-01-10 10:00;75;6.21;4.55;8.35;127.3;2.44;1018.28;I kw. 
2018-01-10 11:00;76;6.36;4.69;9.05;125.4;2.60;1017.75;I kw. 
2018-01-10 12:00;78;7.99;5.40;9.83;120.7;2.50;1017.25;I kw. 
2018-01-10 13:00;77;5.96;4.40;7.99;132.1;2.50;1017.07;I kw. 
2018-01-10 14:00;78;5.01;3.44;6.51;148.3;2.31;1017.01;I kw. 
2018-01-10 15:00;80;3.75;2.46;5.48;135.2;2.10;1017.14;I kw. 
2018-01-10 16:00;80;6.01;3.82;7.42;119.3;2.19;1016.80;I kw. 
2018-01-10 17:00;80;6.76;5.02;9.31;133.7;2.10;1016.85;I kw. 
2018-01-10 18:00;80;5.44;4.16;8.39;144.7;2.10;1016.82;I kw. 
2018-01-10 19:00;79;5.30;3.78;7.45;131.4;2.10;1017.05;I kw. 
2018-01-10 20:00;80;4.61;3.01;6.26;116.7;2.10;1017.17;I kw. 
2018-01-10 21:00;80;4.98;3.00;7.14;112.4;2.00;1017.33;I kw. 
2018-01-10 22:00;80;6.00;3.40;8.06;114.2;2.00;1017.30;I kw. 
2018-01-10 23:00;81;6.80;4.93;9.00;127.2;1.90;1017.47;I kw. 
2018-01-11 00:00;81;5.67;3.73;6.89;112.9;1.80;1017.30;I kw. 
2018-01-11 01:00;81;5.39;3.64;6.65;115.9;1.60;1017.36;I kw. 
2018-01-11 02:00;84;7.29;4.34;9.72;115.8;1.40;1017.18;I kw. 
2018-01-11 03:00;86;5.99;4.30;7.79;111.9;1.00;1017.19;I kw. 
2018-01-11 04:00;89;5.31;3.46;7.48;108.7;0.90;1017.25;I kw. 
2018-01-11 05:00;90;5.64;3.40;8.02;107.2;0.79;1017.59;I kw. 
2018-01-11 06:00;92;4.70;2.77;7.09;97.4;0.80;1017.85;I kw. 
2018-01-11 07:00;91;5.54;3.57;7.60;109.0;0.80;1018.50;I kw. 
2018-01-11 08:00;91;5.87;3.51;8.25;110.2;0.80;1018.96;I kw. 
2018-01-11 09:00;91;6.55;4.26;8.82;109.5;0.30;1019.71;I kw. 
2018-01-11 10:00;95;7.95;5.82;10.25;117.8;-0.44;1020.13;I kw. 
2018-01-11 11:00;95;7.36;4.92;10.22;131.1;-0.43;1020.53;I kw. 
2018-01-11 12:00;95;5.98;3.85;8.27;138.7;-0.22;1020.78;I kw. 
2018-01-11 13:00;94;5.33;3.94;6.98;124.5;-0.20;1021.51;I kw. 
2018-01-11 14:00;93;6.76;4.97;10.09;124.9;0.19;1022.02;I kw. 
2018-01-11 15:00;92;7.56;5.43;10.18;112.9;0.29;1022.46;I kw. 
2018-01-11 16:00;91;6.04;3.42;7.49;114.9;0.48;1023.40;I kw. 
2018-01-11 17:00;90;6.74;4.22;9.20;109.1;0.56;1023.86;I kw. 
2018-01-11 18:00;88;7.14;5.25;10.00;111.0;0.20;1024.26;I kw. 
2018-01-11 19:00;87;7.53;5.20;10.60;117.4;0.18;1025.02;I kw. 
2018-01-11 20:00;86;5.50;3.47;7.42;107.5;0.70;1025.95;I kw. 
2018-01-11 21:00;86;5.75;3.14;7.99;98.6;1.20;1026.50;I kw. 
2018-01-11 22:00;85;7.00;3.82;8.84;98.9;1.40;1027.20;I kw. 
2018-01-11 23:00;84;5.70;3.12;8.41;97.8;1.28;1027.94;I kw. 
2018-01-12 00:00;85;6.07;3.07;8.50;100.5;1.00;1028.28;I kw. 
2018-01-12 01:00;87;7.06;4.14;9.52;93.9;0.90;1028.69;I kw. 
2018-01-12 02:00;88;6.26;4.14;9.24;105.1;0.70;1028.98;I kw. 
2018-01-12 03:00;90;6.23;3.22;8.12;105.4;0.55;1029.58;I kw. 
2018-01-12 04:00;93;6.06;3.17;8.50;91.3;0.10;1030.14;I kw. 
2018-01-12 05:00;96;7.35;5.08;10.44;95.7;-0.30;1030.61;I kw. 
2018-01-12 06:00;98;5.56;3.12;7.68;117.2;-0.28;1031.38;I kw. 
2018-01-12 07:00;98;7.04;3.55;9.80;93.8;-0.50;1032.08;I kw. 
2018-01-12 08:00;97;6.25;3.92;8.74;112.0;-0.60;1032.85;I kw. 
2018-01-12 09:00;97;6.83;4.33;8.94;115.5;-0.88;1033.38;I kw. 
2018-01-12 10:00;97;7.39;4.43;9.52;118.7;-1.10;1033.74;I kw. 
2018-01-12 11:00;96;7.71;5.16;10.36;106.0;-1.03;1033.89;I kw. 
2018-01-12 12:00;96;6.98;3.94;9.18;106.3;-1.13;1034.05;I kw. 
2018-01-12 13:00;95;5.71;3.58;8.20;134.8;-1.11;1034.35;I kw. 
2018-01-12 14:00;94;6.06;3.93;8.02;132.8;-1.22;1034.81;I kw. 
2018-01-12 15:00;92;6.18;3.85;8.42;111.1;-1.43;1035.42;I kw. 
2018-01-12 16:00;93;6.72;4.22;8.95;129.5;-1.60;1036.06;I kw. 
2018-01-12 17:00;95;6.14;4.21;9.09;131.5;-1.51;1036.26;I kw. 
2018-01-12 18:00;94;7.16;4.87;8.83;119.5;-1.10;1036.35;I kw. 
2018-01-12 19:00;93;6.94;4.83;9.47;123.9;-0.75;1036.88;I kw. 
2018-01-12 20:00;93;7.82;5.50;9.85;137.3;-0.60;1037.23;I kw. 
2018-01-12 21:00;93;7.11;4.73;9.71;112.0;-0.90;1037.57;I kw. 
2018-01-12 22:00;93;7.47;5.46;9.57;141.9;-1.21;1037.88;I kw. 
2018-01-12 23:00;93;6.73;4.40;8.99;142.1;-1.50;1038.10;I kw. 
2018-01-13 00:00;88;6.70;4.68;9.23;129.5;-1.27;1038.05;I kw. 
2018-01-13 01:00;82;6.86;5.42;9.47;132.3;-1.00;1038.15;I kw. 
2018-01-13 02:00;81;7.04;5.04;8.97;136.0;-1.30;1038.22;I kw. 
2018-01-13 03:00;80;7.54;5.42;8.85;129.6;-1.44;1038.43;I kw. 
2018-01-13 04:00;78;6.20;4.41;8.67;144.2;-1.51;1038.40;I kw. 
2018-01-13 05:00;77;6.79;4.45;9.87;151.6;-1.52;1038.39;I kw. 
2018-01-13 06:00;76;7.73;6.25;10.38;153.1;-1.50;1038.55;I kw. 
2018-01-13 07:00;75;7.88;5.34;10.28;141.0;-1.32;1038.84;I kw. 
2018-01-13 08:00;74;7.72;5.11;9.66;150.8;-1.37;1039.05;I kw. 
2018-01-13 09:00;72;6.53;3.73;8.58;162.2;-1.20;1039.23;I kw. 
2018-01-13 10:00;71;7.28;4.83;11.40;148.3;-1.01;1038.99;I kw. 
2018-01-13 11:00;71;4.92;3.19;8.35;163.5;-0.80;1038.73;I kw. 
2018-01-13 12:00;68;6.12;3.60;7.52;162.5;-0.20;1038.69;I kw. 
2018-01-13 13:00;68;5.62;3.56;7.84;151.4;-0.10;1038.07;I kw. 
2018-01-13 14:00;66;4.58;3.17;6.34;135.4;0.00;1037.87;I kw. 
2018-01-13 15:00;68;3.85;2.57;5.17;126.6;-0.13;1037.79;I kw. 
2018-01-13 16:00;73;4.79;3.92;6.65;121.1;-0.20;1038.00;I kw. 
2018-01-13 17:00;73;4.32;2.90;5.74;110.1;-0.20;1038.23;I kw. 
2018-01-13 18:00;74;5.06;4.05;6.29;119.2;-0.62;1037.99;I kw. 
2018-01-13 19:00;78;4.37;3.29;5.47;119.3;-1.00;1037.92;I kw. 
2018-01-13 20:00;76;5.24;3.83;6.93;117.1;-0.91;1037.88;I kw. 
2018-01-13 21:00;76;5.30;3.60;6.97;124.2;-1.40;1037.79;I kw. 
2018-01-13 22:00;78;6.20;4.63;7.50;117.0;-1.70;1037.91;I kw. 
2018-01-13 23:00;81;6.03;4.68;8.09;119.1;-2.30;1037.52;I kw. 
2018-01-14 00:00;84;5.28;3.83;7.21;122.8;-2.90;1037.43;I kw. 
2018-01-14 01:00;87;5.51;3.61;7.08;128.0;-3.41;1037.32;I kw. 
2018-01-14 02:00;88;5.18;3.55;6.82;141.4;-3.86;1037.08;I kw. 
2018-01-14 03:00;90;5.80;4.14;7.87;146.1;-4.48;1036.82;I kw. 
2018-01-14 04:00;92;6.16;4.54;7.62;151.5;-4.80;1036.61;I kw. 
2018-01-14 05:00;92;6.02;4.50;7.89;149.9;-4.91;1036.55;I kw. 
